GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000079078,0.24096134305000305,0.2596340372762014,0.23620896,0.8435269
ENSDARG00000056590,0.21273131668567657,0.6798205957199789,0.06529128,0.16312675
ENSDARG00000068152,0.4426581859588623,0.6264189886480908,0.20834607,0.5672335
ENSDARG00000009839,0.2688067555427551,0.7791537667698658,0.1418034,0.34828046
ENSDARG00000076318,0.2913515567779541,0.8410732714138286,0.1584496,0.49853334
ENSDARG00000101936,0.3754977881908417,0.7213622291021672,0.18531592,0.7214171
ENSDARG00000115098,0.6983747482299805,0.7155134253297023,0.24181326,0.72960305
ENSDARG00000015889,0.1927962452173233,0.981424148606811,0.11875945,0.3520335
ENSDARG00000002916,0.21259573101997375,0.8431372549019607,0.13756777,0.3200466
ENSDARG00000068886,0.2010337859392166,0.915376676986584,0.08987119,0.26809022
ENSDARG00000103226,0.37199488282203674,0.16202270381836945,0.25563154,0.99855864
ENSDARG00000009342,0.3101273775100708,0.8452012383900928,0.17125528,0.47880673
ENSDARG00000110902,0.23240314424037933,0.5190918472652218,0.17057456,0.40215787
ENSDARG00000022813,0.22856906056404114,0.9463364293085655,0.13380955,0.2080515
ENSDARG00000114478,1.3835318088531494,0.5314757481940144,0.34700045,1.2311492
ENSDARG00000052408,0.5541953444480896,0.6408668730650156,0.24882275,0.5733765
ENSDARG00000114108,0.158280149102211,0.7585139318885449,0.12936834,0.535941
ENSDARG00000062108,0.08290351927280426,0.9731682146542827,0.03408046,0.09132695
ENSDARG00000112035,0.34922894835472107,0.8410732714138286,0.15492675,0.45527422
ENSDARG00000074865,0.23857980966567993,0.8384100239647609,0.09310003,0.23278171
ENSDARG00000053502,0.2450571060180664,0.7810822294274911,0.091892995,0.19964461
ENSDARG00000053370,0.17063044011592865,0.8617131062951496,0.17919771,0.49138725
ENSDARG00000021372,0.1603640913963318,0.8761609907120743,0.09445533,0.25118428
